t,c,o,h,l
2014-05-19,32940,32810,32950,32730
2014-05-20,32900,32920,33080,32860
2014-05-21,32870,32880,32920,32840
2014-05-22,32830,32880,32920,32830
2014-05-23,32740,32820,32840,32700
2014-05-24,32820,32760,32860,32700
2014-05-25,32830,32850,32890,32800
2014-05-26,32770,32820,32830,32750
2014-05-27,32670,32780,32780,32640
2014-05-28,32780,32660,32780,32620
2014-05-29,32770,32790,32800,32740
2014-05-30,32760,32770,32790,32720
2014-05-31,32810,32770,32830,32760
2014-06-01,32820,32800,32850,32790
2014-06-02,32800,32810,32840,32790
2014-06-03,32830,32820,32830,32810
2014-06-05,32830,32840,32850,32830
2014-06-06,32620,32840,32850,32610
2014-06-07,32450,32600,32600,32350
2014-06-08,32320,32430,32460,32290
2014-06-09,32400,32290,32400,32060
2014-06-10,32400,32410,32500,32340
2014-06-11,32450,32420,32460,32410
2014-06-12,32430,32440,32440,32410
2014-06-13,32190,32420,32420,32180
2014-06-14,32120,32160,32230,32120
2014-06-15,31790,32050,32120,31790
2014-06-16,32040,31780,32110,31770
2014-06-17,31930,32000,32170,31900
2014-06-18,32110,31980,32190,31800
2014-06-19,32290,32100,32290,32010
2014-06-20,32070,32330,32340,32040
2014-06-21,31920,32050,32050,31790
2014-06-22,31720,31880,31920,31690
2014-06-23,31670,31740,31770,31600
2014-06-24,31670,31650,31730,31600
2014-06-25,31650,31650,31720,31620
2014-06-26,31690,31670,31700,31670
2014-06-27,31390,31680,31680,31390
2014-06-28,31180,31380,31380,31080
2014-06-29,31140,31160,31160,30900
2014-06-30,31180,31160,31230,30920
2014-07-01,31330,31190,31500,31110
2014-07-02,31270,31360,31480,31260
2014-07-03,31260,31240,31340,31200
2014-07-04,30960,31250,31290,30940
2014-07-05,30950,30920,31010,30770
2014-07-06,31260,30990,31310,30980
2014-07-07,31180,31300,31500,31140
2014-07-08,31050,31190,31270,30990
2014-07-09,31020,31100,31140,31000
2014-07-10,31060,31000,31110,31000
2014-07-11,31220,31010,31240,30970
2014-07-12,31360,31200,31420,31170
2014-07-13,31230,31350,31350,31220
2014-07-14,31170,31200,31230,31110
2014-07-15,31360,31180,31470,31170
2014-07-16,31430,31390,31430,31330
2014-07-17,31560,31440,31640,31430
2014-07-18,31340,31580,31580,31300
2014-07-19,31310,31300,31370,31210
2014-07-20,31330,31280,31370,31270
2014-07-21,31330,31320,31350,31270
2014-07-22,31330,31280,31360,31240
2014-07-23,31390,31340,31410,31320
2014-07-24,31380,31370,31390,31360
2014-07-25,31390,31390,31410,31350
2014-07-26,31370,31380,31410,31320
2014-07-27,31290,31350,31370,31250
2014-07-28,31260,31310,31310,31260
2014-07-29,31240,31250,31250,31230
2014-07-30,31230,31250,31250,31200
2014-08-01,31290,31200,31300,31200
2014-08-02,31400,31330,31400,31290
2014-08-03,31420,31390,31490,31380
2014-08-04,31400,31410,31450,31370
2014-08-05,31400,31380,31410,31340
2014-08-06,31320,31350,31370,31320
2014-08-07,31320,31310,31350,31310
2014-08-08,31300,31310,31340,31260
2014-08-09,31220,31290,31300,31200
2014-08-10,31250,31190,31290,31170
2014-08-11,31190,31260,31280,31190
2014-08-12,31270,31210,31270,31200
2014-08-13,31180,31230,31230,31170
2014-08-14,31190,31170,31190,31170
2014-08-15,31090,31180,31200,31090
2014-08-16,31020,31080,31090,31000
2014-08-17,31070,31010,31070,30960
2014-08-18,31050,31060,31150,31030
2014-08-19,30930,31040,31090,30910
2014-08-20,30920,30940,30960,30900
2014-08-21,30910,30910,30920,30890
2014-08-22,31210,30920,31230,30910
2014-08-23,31160,31190,31330,31130
2014-08-24,31330,31150,31350,31120
2014-08-25,31270,31310,31330,31210
2014-08-26,31300,31280,31300,31220
2014-08-27,31300,31310,31330,31250
2014-08-28,31420,31310,31420,31300
2014-08-29,31590,31410,31680,31410
2014-08-30,31500,31580,31590,31480
2014-08-31,31480,31470,31500,31390
2014-09-01,31730,31470,31750,31470
2014-09-02,31720,31750,31860,31670
2014-09-03,31810,31690,31850,31650
2014-09-04,31740,31830,31850,31720
2014-09-05,31570,31720,31760,31540
2014-09-06,31680,31550,31690,31510
2014-09-07,31980,31690,31980,31670
2014-09-08,31750,32020,32030,31740
2014-09-09,31790,31760,31860,31680
2014-09-10,31840,31800,31860,31780
2014-09-11,31860,31830,31870,31830
2014-09-12,31760,31870,31940,31740
2014-09-13,31910,31750,31930,31730
2014-09-14,31980,31920,32010,31850
2014-09-15,31920,32000,32090,31870
2014-09-16,32140,31930,32180,31910
2014-09-17,32010,32130,32160,31960
2014-09-18,31990,32000,32010,31970
2014-09-19,31780,31980,32000,31780
2014-09-20,31670,31790,31830,31670
2014-09-21,31710,31680,31740,31650
2014-09-22,31880,31770,31930,31760
2014-09-23,31940,31910,32060,31900
2014-09-24,32000,31910,32020,31910
2014-09-25,32000,32010,32010,31940
2014-09-26,32480,32010,32480,32010
2014-09-27,32640,32550,32680,32460
2014-09-28,32350,32610,32610,32350
2014-09-29,32410,32320,32460,32230
2014-09-30,32430,32470,32570,32420
2014-10-01,32400,32460,32460,32310
2014-10-02,32430,32390,32440,32380
2014-10-03,32410,32400,32440,32350
2014-10-04,32310,32400,32400,32290
2014-10-05,32310,32360,32360,32250
2014-10-06,32390,32300,32450,32300
2014-10-07,32370,32420,32420,32350
2014-10-08,32480,32410,32510,32410
2014-10-09,32500,32500,32510,32470
2014-10-10,32430,32560,32610,32410
2014-10-11,32500,32450,32510,32390
2014-10-12,32520,32510,32530,32480
2014-10-13,32530,32510,32550,32400
2014-10-14,32440,32550,32570,32440
2014-10-15,32500,32450,32560,32440
2014-10-16,32460,32470,32510,32460
2014-10-17,32380,32480,32500,32350
2014-10-18,32340,32370,32390,32310
2014-10-19,32190,32360,32360,32180
2014-10-20,32280,32240,32300,32200
2014-10-21,32220,32290,32320,32220
2014-10-22,32280,32250,32280,32220
2014-10-23,32270,32290,32310,32260
2014-10-24,32100,32260,32270,32090
2014-10-25,32170,32110,32190,32080
2014-10-26,32360,32220,32370,32210
2014-10-27,32450,32370,32450,32280
2014-10-28,32390,32420,32430,32340
2014-10-29,32450,32380,32450,32360
2014-10-30,32520,32480,32530,32480
2014-10-31,32460,32490,32550,32460
2014-11-01,32530,32480,32540,32410
2014-11-04,32550,32550,32580,32500
2014-11-05,32500,32560,32580,32500
2014-11-06,32510,32490,32510,32460
2014-11-07,32570,32460,32650,32450
2014-11-08,32480,32580,32580,32450
2014-11-09,32540,32470,32540,32400
2014-11-10,32580,32500,32590,32470
2014-11-11,32580,32560,32600,32500
2014-11-12,32560,32570,32600,32550
2014-11-13,32550,32580,32580,32550
2014-11-14,32440,32540,32550,32400
2014-11-15,32470,32460,32470,32400
2014-11-16,32460,32450,32470,32440
2014-11-17,32560,32440,32580,32440
2014-11-18,32500,32560,32560,32460
2014-11-19,32530,32510,32530,32480
2014-11-20,32490,32540,32540,32480
2014-11-21,32370,32480,32490,32370
2014-11-22,32400,32360,32460,32320
2014-11-23,32560,32420,32650,32410
2014-11-24,32620,32570,32620,32520
2014-11-25,32900,32630,32950,32630
2014-11-26,33190,32910,33210,32910
2014-11-27,33250,33210,33260,33200
2014-11-28,34210,33260,34310,33260
2014-11-29,34610,34180,35300,34000
2014-11-30,33670,34600,34600,33580
2014-12-01,33580,33680,33840,33370
2014-12-02,33670,33560,33770,33550
2014-12-03,33700,33660,33720,33590
2014-12-04,33680,33690,33700,33680
2014-12-05,33430,33630,33690,33370
2014-12-06,34160,33500,34170,33470
2014-12-07,34250,34320,34640,34090
2014-12-08,34010,34210,34280,33990
2014-12-09,34190,33990,34210,33920
2014-12-10,34220,34180,34310,34140
2014-12-11,34260,34230,34260,34220
2014-12-12,34240,34270,34280,34240
2014-12-13,34900,34230,34930,34210
2014-12-14,34100,34920,35010,34000
2014-12-15,34800,34110,34830,33800
2014-12-16,34930,34750,35100,34750
2014-12-17,35000,34910,35140,34910
2014-12-18,34940,35010,35050,34940
2014-12-19,35100,34960,35230,34860
2014-12-20,35070,35130,35130,35060
2014-12-21,35530,35110,35600,35110
2014-12-22,35560,35580,35610,35550
2014-12-23,35730,35630,35870,35300
2014-12-24,35590,35680,35720,35500
2014-12-25,35390,35580,35580,35390
2014-12-26,35580,35380,35650,35380
2014-12-27,35530,35560,35740,35480
2014-12-28,35490,35590,35640,35440
2014-12-29,35210,35500,35560,35120
2014-12-30,35010,35200,35200,34920
2014-12-31,35010,35000,35030,34950
2015-01-01,34960,35000,35000,34950
2015-01-02,35090,34930,35100,34770
2015-01-03,35210,35080,35440,35080
2015-01-04,35120,35220,35330,35060
2015-01-05,35240,35140,35260,35130
2015-01-06,35130,35260,35260,35110
2015-01-07,35000,35140,35140,35000
2015-01-08,34970,35020,35020,34960
2015-01-09,34940,34980,35090,34880
2015-01-10,34860,34930,34960,34830
2015-01-11,34700,34850,34860,34660
2015-01-12,34500,34690,34690,34460
2015-01-13,34520,34490,34570,34380
2015-01-14,34500,34530,34580,34500
2015-01-15,34450,34490,34490,34430
2015-01-16,34460,34440,34500,34380
2015-01-17,34670,34490,34700,34490
2015-01-18,35140,34720,35210,34720
2015-01-19,34740,35110,35110,34680
2015-01-20,34610,34620,34680,34420
2015-01-21,34570,34660,34660,34540
2015-01-23,34430,34600,34600,34430
2015-01-24,34650,34480,34700,34480
2015-01-25,34690,34640,34900,34610
2015-01-26,34600,34700,34730,34600
2015-01-27,34560,34590,34670,34560
2015-01-28,34560,34570,34640,34530
2015-01-30,34570,34620,34620,34510
2015-01-31,34550,34590,34620,34520
2015-02-01,34560,34570,34580,34540
2015-02-02,34560,34570,34570,34540
2015-02-03,34430,34550,34560,34400
2015-02-04,34320,34410,34410,34270
2015-02-06,34190,34330,34330,34160
2015-02-07,34090,34160,34160,33880
2015-02-08,34310,34080,34370,34080
2015-02-09,34300,34280,34320,34210
2015-02-11,34290,34320,34320,34250
2015-02-13,34320,34320,34350,34260
2015-02-14,34300,34310,34320,34260
2015-02-15,34220,34310,34310,34190
2015-02-16,34020,34200,34200,33980
2015-02-17,34140,34040,34150,34010
2015-02-18,34140,34180,34210,34120
2015-02-20,34070,34130,34150,34040
2015-02-21,34220,34080,34220,34060
2015-02-22,34350,34200,34410,34200
2015-02-23,34340,34370,34370,34290
2015-02-24,34360,34350,34450,34330
2015-02-25,34350,34390,34410,34300
2015-02-26,34310,34310,34310,34310
2015-02-27,34240,34290,34330,34160
2015-02-28,34260,34260,34280,34190
2015-03-01,34250,34250,34290,34240
2015-03-02,34170,34260,34260,34070
2015-03-03,34200,34180,34200,34110
2015-03-04,34130,34160,34180,34130
2015-03-06,33990,34120,34120,33940
2015-03-07,34060,34020,34060,33930
2015-03-08,33960,34050,34060,33960
2015-03-09,33840,33980,33980,33820
2015-03-10,33360,33800,33800,33330
2015-03-11,33240,33410,33410,32960
2015-03-12,32990,33170,33170,32950
2015-03-13,32200,32960,32960,32200
2015-03-14,32410,32180,32670,31600
2015-03-15,32810,32440,33150,32400
2015-03-16,33530,32870,33860,32870
2015-03-17,33490,33530,33760,33350
2015-03-18,33380,33580,33700,32950
2015-03-22,33560,33560,33560,33560
2015-03-23,33600,33600,33600,33600
2015-03-24,33930,33560,34280,33560
2015-03-25,33930,33980,34030,33890
2015-03-27,32960,33810,33810,32730
2015-03-28,33100,32970,33180,32610
2015-03-29,33240,33110,33340,32990
2015-03-30,33070,33190,33390,32880
2015-03-31,33300,32890,33300,32890
2015-04-01,32350,33230,33230,32250
2015-04-02,31880,32340,32340,31710
2015-04-03,32690,31850,32700,31710
2015-04-04,32840,32760,32990,32670
2015-04-05,32860,32820,32890,32600
2015-04-06,33140,32840,33170,32840
2015-04-07,32930,33170,33330,32930
2015-04-08,32900,32910,33090,32860
2015-04-10,33520,32950,33560,32950
2015-04-11,33390,33570,33850,33390
2015-04-12,33380,33420,33580,33340
2015-04-13,33450,33480,33530,33270
2015-04-14,33580,33440,33710,33440
2015-04-15,33480,33590,33620,33450
2015-04-16,33420,33490,33490,33420
2015-04-17,33360,33440,33450,33330
2015-04-18,33390,33340,33440,33310
2015-04-19,33390,33450,33450,33350
2015-04-20,33390,33400,33450,33370
2015-04-21,33360,33380,33390,33310
2015-04-22,33330,33370,33390,33310
2015-04-23,33330,33340,33340,33330
2015-04-24,33220,33320,33340,33210
2015-04-25,33300,33200,33350,33190
2015-04-26,33350,33340,33430,33340
2015-04-27,33380,33360,33390,33310
2015-04-28,33360,33390,33410,33340
2015-04-29,33390,33370,33400,33330
2015-04-30,33390,33400,33400,33390
2015-05-02,33390,33410,33430,33350
2015-05-03,33250,33400,33400,33250
2015-05-04,33270,33230,33270,33170
2015-05-05,33300,33250,33320,33190
2015-05-06,33290,33310,33320,33280
2015-05-07,33300,33300,33300,33300
2015-05-08,33210,33290,33300,33210
2015-05-09,33180,33220,33220,33140
2015-05-10,33160,33170,33190,33110
2015-05-11,33160,33120,33170,33070
2015-05-12,33190,33180,33270,33150
2015-05-13,33200,33180,33200,33170
2015-05-14,33190,33190,33190,33190
2015-05-15,33190,33200,33200,33190
2015-05-16,33100,33150,33160,33090
2015-05-17,33070,33040,33080,33040
2015-05-18,32980,33060,33080,32980
2015-05-19,32830,32990,33020,32770
2015-05-20,32850,32940,33050,32850
2015-05-22,32970,32960,33100,32960
2015-05-23,32950,33000,33050,32950
2015-05-24,32930,33070,33130,32930
2015-05-25,33000,33110,33150,33000
2015-05-26,33000,33070,33150,33000
2015-05-27,32980,33100,33220,32980
2015-05-29,33080,33100,33320,33080
2015-05-30,33190,33200,33320,33160
2015-05-31,33130,33200,33210,33100
2015-06-01,33130,33160,33220,33100
2015-06-05,33110,33180,33230,33110
2015-06-06,33080,33130,33130,33070
2015-06-07,33100,33140,33160,33100
2015-06-08,33080,33110,33160,33080
2015-06-09,33080,33120,33170,33080
2015-06-10,33050,33100,33110,33050
2015-06-12,33040,33080,33100,33040
2015-06-13,32920,33020,33020,32920
2015-06-14,32820,32910,32910,32820
2015-06-15,32850,32750,32850,32690
2015-06-16,32850,32860,32920,32820
2015-06-17,32780,32840,32840,32780
2015-06-19,32710,32790,32790,32700
2015-06-20,32720,32730,32770,32680
2015-06-21,32620,32650,32670,32600
2015-06-22,32660,32630,32660,32580
2015-06-23,32750,32680,32850,32660
2015-06-24,32750,32850,32880,32750
2015-06-26,33030,32860,33070,32860
2015-06-27,33000,33080,33380,33000
2015-06-28,33000,33170,33330,33000
2015-06-29,32990,32980,33110,32870
2015-06-30,33090,33230,33330,33090
2015-07-01,32950,33040,33060,32940
2015-07-03,33040,33020,33180,33000
2015-07-04,32950,33130,33130,32900
2015-07-05,32720,32970,32970,32700
2015-07-06,32480,32560,32690,32420
2015-07-08,32380,32500,32560,32380
2015-07-10,32490,32440,32590,32440
2015-07-11,32500,32580,32590,32450
2015-07-12,32140,32270,32270,32120
2015-07-13,32160,32050,32170,31780
2015-07-14,32180,32350,32620,32180
2015-07-15,32300,32490,32490,32190
2015-07-19,32300,32320,32370,32290
2015-07-20,32350,32250,32420,32200
2015-07-21,32390,32530,32620,32380
2015-07-22,32380,32530,32560,32380
2015-07-24,32570,32770,32950,32570
2015-07-25,32950,33030,33180,32570
2015-07-26,32900,32990,33000,32860
2015-07-27,32980,33030,33090,32980
2015-07-28,33030,33080,33100,32990
2015-07-29,33000,33050,33070,33000
2015-07-31,33140,33080,33200,33060
2015-08-01,33150,33220,33270,33120
2015-08-02,33160,33200,33220,33130
2015-08-03,33240,33250,33330,33220
2015-08-04,33270,33250,33320,33250
2015-08-05,33250,33300,33400,33250
2015-08-07,33380,33400,33600,33380
2015-08-08,33390,33500,33510,33300
2015-08-09,33360,33380,33490,33360
2015-08-11,33460,33440,33590,33360
2015-08-12,33450,33600,33680,33450
2015-08-14,33400,33580,33640,33400
2015-08-15,33410,33410,33470,33390
2015-08-16,33410,33480,33580,33410
2015-08-17,33550,33450,33710,33450
2015-08-18,33460,33590,33620,33460
2015-08-19,33490,33580,33600,33490
2015-08-21,33480,33500,33630,33480
2015-08-22,33500,33660,33720,33500
2015-08-23,33550,33680,33760,33550
2015-08-24,33650,33730,33810,33580
2015-08-25,33630,33860,34070,33630
2015-08-26,33550,33690,34000,33550
2015-08-28,33590,33870,33930,33590
2015-08-29,33670,33780,33890,33670
2015-08-30,33770,34020,34100,33770
2015-08-31,34000,34030,34120,33960
2015-09-01,33980,34160,34160,33980
2015-09-02,33850,34000,34050,33850
2015-09-04,33830,34120,34120,33830
2015-09-05,33970,33920,34270,33920
2015-09-06,33890,34220,34270,33890
2015-09-07,33830,34150,34370,33830
2015-09-08,33850,34220,34320,33830
2015-09-09,33850,33920,34300,33850
2015-09-11,33900,34370,34500,33900
2015-09-12,33980,34040,34560,33980
2015-09-13,34200,34130,34750,34130
2015-09-14,33950,34340,34920,33950
2015-09-15,33930,34510,34510,33930
2015-09-16,33850,33990,33990,33850
2015-09-18,33850,33980,34000,33850
2015-09-19,33830,34020,34040,33830
2015-09-20,33720,33820,33820,33720
2015-09-21,33880,34020,34080,33880
2015-09-22,33850,33900,33950,33850
2015-09-25,33840,33950,33970,33840
2015-09-26,33930,33910,34200,33910
2015-09-27,33920,34010,34200,33920
2015-09-28,34090,34170,34250,33950
2015-09-29,34090,34650,34650,34090
2015-09-30,34050,34290,34520,34050
2015-10-02,34090,34370,34610,34090
2015-10-03,33950,34450,34450,33950
2015-10-04,33990,34230,34500,33990
2015-10-05,33990,34160,34850,33990
2015-10-06,33990,34560,34750,33990
2015-10-07,33980,34400,34790,33980
2015-10-09,33980,34140,34790,33980
2015-10-10,33900,34400,34650,33900
2015-10-11,33890,34700,34700,33890
2015-10-12,33880,34420,34550,33880
2015-10-13,33890,33950,34670,33880
2015-10-14,33880,34530,34600,33880
2015-10-16,33870,34450,34530,33870
2015-10-17,33870,34390,34390,33870
2015-10-18,33810,34330,34350,33810
2015-10-19,33810,34190,34290,33810
2015-10-20,33830,34270,34390,33830
2015-10-21,33850,34410,34540,33850
2015-10-24,33850,34010,34600,33850
2015-10-25,33880,34410,34550,33880
2015-10-26,33890,34040,34790,33890
2015-10-27,33900,34340,34900,33900
2015-10-28,33890,34090,34850,33890
2015-10-30,33890,34080,34820,33890
2015-10-31,33950,34980,34980,33950
2015-11-01,33940,34150,34980,33940
2015-11-02,33940,34550,34950,33940
2015-11-03,33930,34990,34990,33930
2015-11-04,33890,34950,34950,33890
2015-11-06,33930,34950,34970,33930
2015-11-07,33950,35080,35120,33950
2015-11-08,33960,34200,35350,33960
2015-11-09,33950,35190,35500,33950
2015-11-10,33940,35070,35350,33940
2015-11-11,33930,34790,35450,33930
2015-11-12,35750,35750,35750,35750
2015-11-13,33990,35580,35650,33990
2015-11-14,33940,34330,35700,33940
2015-11-15,33940,35590,35590,33940
2015-11-16,33940,34260,35530,33940
2015-11-17,33930,34270,35590,33930
2015-11-18,33930,35610,35610,33930
2015-11-20,33930,34590,35570,33930
2015-11-21,33940,34900,35690,33940
2015-11-22,33940,35750,35750,33940
2015-11-23,33980,35420,35810,33980
2015-11-24,33990,35870,35930,33990
2015-11-25,33920,35990,35990,33920
2015-11-26,33930,33930,33930,33930
2015-11-27,33990,33920,36390,33920
2015-11-28,33990,36530,36530,33990
2015-11-29,33990,35080,35830,33990
2015-11-30,33990,34170,36470,33990
2015-12-02,33970,34330,36350,33970
2015-12-04,33970,36190,36190,33970
2015-12-05,33970,36000,36000,33970
2015-12-06,33960,35780,36390,33960
2015-12-07,33960,36200,36200,33960
2015-12-08,33950,34450,36400,33950
2015-12-10,36550,36550,36550,34200
2015-12-12,33940,36250,36290,33940
2015-12-13,33940,36240,36290,33940
2015-12-14,33940,34300,36100,33940
2015-12-15,33970,34320,36230,33970
2015-12-16,33890,34390,36450,33890
2015-12-18,33800,34300,36340,33800
2015-12-19,33850,34040,36190,33850
2015-12-20,33840,34100,36340,33840
2015-12-21,33860,36290,36400,33860
2015-12-22,33870,34120,36530,33870
2015-12-23,33880,34140,36580,33880
2015-12-25,33850,34160,34160,33800
2015-12-26,33800,34120,36590,33800
2015-12-27,33800,34070,36520,33800
2015-12-29,33830,34070,36520,33830
2015-12-30,33870,35150,36720,33870
2016-01-01,33840,35650,35650,33840
2016-01-02,33840,36560,36580,33840
2016-01-03,33890,34120,36660,33840
2016-01-04,33940,34180,36230,33940
2016-01-05,33940,34240,36950,33940
2016-01-06,33940,34230,36280,33940
2016-01-08,33990,34250,36280,33990
2016-01-09,33950,34310,37210,33950
2016-01-10,33890,34250,36990,33890
2016-01-11,33880,34180,36490,33880
2016-01-12,33870,34160,36690,33870
2016-01-13,33850,34120,36160,33850
2016-01-15,33840,36200,36200,33840
2016-01-16,33840,35850,36090,33840
2016-01-17,33840,36020,36020,33840
2016-01-18,33830,35850,35960,33830
2016-01-19,33840,35850,35850,33840
2016-01-20,33830,35040,35040,33830
2016-01-22,33870,36280,36280,33870
2016-01-23,33870,35890,36470,33870
2016-01-24,33850,35880,36340,33850
2016-01-25,33850,36430,36430,33850
2016-01-26,33840,36500,36500,33840
2016-01-27,33840,35860,36270,33840
2016-01-29,33820,34640,36260,33820
2016-01-30,33840,36050,36050,33840
2016-01-31,33830,36250,36250,33830
2016-02-01,33830,35570,36180,33830
2016-02-02,33820,34430,36220,33820
2016-02-03,33820,34260,35990,33820
2016-02-05,33810,34330,35850,33810
2016-02-06,33800,34270,35640,33800
2016-02-07,33800,35360,35600,33800
2016-02-08,33800,34210,35440,33800
2016-02-09,33800,34100,35000,33800
2016-02-12,33800,34660,34970,33800
2016-02-13,33800,34590,34620,33800
2016-02-14,33840,34000,34540,33840
2016-02-15,34430,33960,34430,33960
2016-02-16,34620,34560,34690,34560
2016-02-17,34710,34820,34890,34710
2016-02-19,34450,34690,34690,34450
2016-02-20,34500,34440,34540,34370
2016-02-21,34540,34540,34800,34540
2016-02-22,34650,34550,34720,34550
2016-02-23,34680,34660,34740,34660
2016-02-24,34750,34890,34890,34750
2016-02-26,34850,34880,34990,34850
2016-02-27,34550,34810,34850,34550
2016-02-28,34550,34580,34700,34550
2016-02-29,34540,34560,34620,34540
2016-03-01,34540,34660,34760,34540
2016-03-02,34450,34560,34570,34450
2016-03-04,34250,34430,34440,34250
2016-03-05,34340,34260,34340,34260
2016-03-06,34260,34300,34330,34230
2016-03-07,34080,34250,34250,34050
2016-03-08,34240,34120,34270,34090
2016-03-09,34370,34450,34460,34370
2016-03-11,34270,34290,34290,34270
2016-03-13,34180,34180,34270,34140
2016-03-14,34290,34240,34310,34240
2016-03-15,34300,34330,34370,34300
2016-03-16,34250,34250,34250,34250
2016-03-25,34680,34300,34750,34300
2016-03-26,34660,34660,34670,34660
2016-03-27,35200,35200,35200,35000
2016-03-28,35130,34960,35140,34960
2016-03-29,34820,34890,34890,34820
2016-03-30,34850,34850,34850,34850
2016-04-01,34750,34890,34940,34750
2016-04-02,34490,34720,34720,34490
2016-04-03,34500,34500,34610,34480
2016-04-04,34760,34700,34780,34700
2016-04-05,34700,34910,34930,34690
2016-04-06,34650,34800,34800,34650
2016-04-07,34650,34650,34650,34650
2016-04-08,34690,34670,34690,34670
2016-04-09,34720,34760,34800,34720
2016-04-10,34700,34750,34750,34700
2016-04-11,34690,34820,34820,34690
2016-04-12,34660,34670,34690,34630
2016-04-13,34620,34650,34650,34590
2016-04-15,34640,34740,34740,34640
2016-04-16,34550,34700,34700,34550
2016-04-17,34510,34590,34590,34510
2016-04-18,34640,34540,34640,34540
2016-04-19,34580,34680,34680,34580
2016-04-22,34590,34630,34630,34590
2016-04-23,34690,34650,34710,34650
2016-04-24,34670,34700,34730,34670
2016-04-25,34600,34660,34660,34600
2016-04-26,34600,34650,34650,34600
2016-04-27,34570,34630,34630,34570
2016-04-29,34550,34560,34570,34530
2016-04-30,34510,34540,34540,34480
2016-05-01,34500,34570,34620,34500
2016-05-02,34470,34560,34570,34470
2016-05-03,34430,34480,34480,34420
2016-05-06,34440,34440,34440,34300
2016-05-07,34460,34450,34510,34420
2016-05-08,34450,34450,34450,34390
2016-05-09,34500,34510,34540,34500
2016-05-10,34490,34510,34580,34490
2016-05-11,34430,34500,34500,34430
2016-05-13,34400,34400,34400,34400
2016-05-14,34420,34390,34420,34360
2016-05-15,34390,34450,34460,34390
2016-05-16,34370,34410,34410,34370
2016-05-17,34370,34380,34380,34350
2016-05-18,34370,34410,34420,34370
2016-05-20,34390,34400,34400,34390
2016-05-22,34490,34400,34500,34400
2016-05-23,34550,34540,34560,34520
2016-05-24,34540,34640,34640,34540
2016-05-25,34550,34570,34600,34550
2016-05-27,34790,34700,34840,34700
2016-05-28,34700,34830,34830,34690
2016-05-29,34630,34690,34710,34580
2016-05-30,34650,34650,34740,34650
2016-05-31,34650,34630,34650,34600
2016-06-01,34710,34720,34750,34710
2016-06-02,34710,34700,34710,34700
2016-06-03,34710,34700,34710,34700
2016-06-04,34670,34700,34700,34670
2016-06-05,34530,34660,34660,34530
2016-06-06,34550,34540,34580,34540
2016-06-07,34580,34560,34590,34520
2016-06-08,34600,34590,34600,34590
2016-06-10,34610,34620,34660,34610
2016-06-11,34600,34590,34600,34580
2016-06-12,34530,34580,34580,34530
2016-06-13,34590,34560,34600,34560
2016-06-14,34600,34580,34640,34580
2016-06-15,34550,34590,34590,34550
2016-06-17,34540,34540,34540,34540
2016-06-18,34540,34560,34570,34540
2016-06-19,34550,34550,34580,34550
2016-06-20,34600,34570,34610,34570
2016-06-21,34630,34620,34650,34620
2016-06-24,34610,34550,34610,34550
2016-06-25,34850,34710,34890,34710
2016-06-27,34890,34870,35000,34870
2016-06-28,35190,34910,35190,34910
2016-06-29,35290,35310,35370,35290
2016-07-01,35160,35340,35350,35110
2016-07-02,34790,35120,35120,34790
2016-07-03,34870,34830,34880,34680
2016-07-04,34870,34930,34930,34780
2016-07-08,34830,34900,34900,34760
2016-07-09,34970,34810,35030,34750
2016-07-10,35010,35070,35070,34940
2016-07-11,35120,35290,35290,35070
2016-07-12,35010,35320,35320,34990
2016-07-13,35040,35130,35220,34990
2016-07-15,35110,35120,35210,35080
2016-07-16,35120,35150,35150,34940
2016-07-17,35150,35270,35270,34990
2016-07-18,35190,35080,35230,35000
2016-07-19,35130,35150,35210,35030
2016-07-20,35030,35080,35180,35030
2016-07-22,35090,35100,35120,35070
2016-07-23,35170,35170,35170,35140
2016-07-24,35110,35150,35220,35080
2016-07-25,35180,35250,35250,35170
2016-07-26,35180,35370,35370,35180
2016-07-27,35440,35380,35440,35120
2016-07-30,35380,35410,35410,35300
2016-07-31,35280,35350,35370,35270
2016-08-01,35400,35380,35400,35340
2016-08-02,35310,35360,35420,35290
2016-08-03,35170,35350,35380,35120
2016-08-05,35270,35320,35320,35210
2016-08-06,35330,35390,35390,35290
2016-08-07,35400,35390,35420,35350
2016-08-08,35450,35380,35450,35280
2016-08-09,35350,35430,35490,35310
2016-08-10,35380,35540,35580,35340
2016-08-11,35280,35280,35280,35280
2016-08-12,35520,35350,35540,35350
2016-08-13,35310,35350,35490,35310
2016-08-14,35430,35640,35640,35290
2016-08-15,35430,35210,35490,35210
2016-08-16,35420,35320,35510,35280
2016-08-17,35450,35440,35530,35340
2016-08-19,35120,35520,35540,35120
2016-08-20,35270,35370,35510,35270
2016-08-21,35470,35390,35510,35350
2016-08-22,35420,35570,35570,35380
2016-08-23,35430,35680,35680,35400
2016-08-24,35300,35430,35480,35300
2016-08-26,35560,35390,35600,35390
2016-08-27,35500,35700,35700,35480
2016-08-28,35550,35580,35580,35450
2016-08-29,35550,35510,35640,35490
2016-08-30,35550,35480,35640,35480
2016-08-31,35570,35470,35630,35430
2016-09-02,35590,35700,35700,35550
2016-09-03,35650,35640,35650,35560
2016-09-04,35520,35590,35700,35430
2016-09-05,35550,35490,35610,35470
2016-09-06,35540,35560,35580,35460
2016-09-07,35570,35610,35610,35450
